referrer,views_total,views_unique
github.com,638,45
Google,155,24
ethyca.github.io,80,5
ethyca.atlassian.net,25,5
ethyca.com,8,3
boards.greenhouse.io,5,3
cn.bing.com,1,1
github-com.translate.goog,1,1
admin.github.com,1,1
DuckDuckGo,1,1
