time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-01 00:00:00+00:00,160,12,211,22
2022-08-02 00:00:00+00:00,2,1,93,24
2022-08-03 00:00:00+00:00,61,5,149,31
2022-08-04 00:00:00+00:00,235,14,317,34
2022-08-05 00:00:00+00:00,54,9,230,29
2022-08-06 00:00:00+00:00,2,2,72,12
2022-08-07 00:00:00+00:00,4,2,47,11
2022-08-08 00:00:00+00:00,166,15,251,30
2022-08-09 00:00:00+00:00,101,4,128,26
2022-08-10 00:00:00+00:00,81,8,131,28
2022-08-11 00:00:00+00:00,101,2,166,19
2022-08-12 00:00:00+00:00,51,10,192,25
2022-08-13 00:00:00+00:00,5,2,16,6
2022-08-14 00:00:00+00:00,2,2,13,9
