referrer,views_total,views_unique
Google,329,27
github.com,118,32
ethyca.atlassian.net,38,6
ethyca.com,26,15
search.brave.com,23,1
security.snyk.io,16,6
ethyca.github.io,15,5
mail.google.com,7,1
github.atlassian.com,4,2
mph-jira-01.devops.in.idemia.com,4,2
