referrer,views_total,views_unique
Google,321,25
github.com,140,34
ethyca.atlassian.net,41,7
ethyca.com,27,12
security.snyk.io,18,7
ethyca.github.io,13,4
mail.google.com,9,1
github.atlassian.com,5,3
sca.analysiscenter.veracode.com,4,3
m.sogou.com,3,3
