referrer,views_total,views_unique
github.com,152,40
Google,79,26
ethyca.com,42,21
ethyca.github.io,41,5
ethyca.atlassian.net,7,2
nvd.nist.gov,5,1
github.atlassian.com,3,2
DuckDuckGo,2,2
cve.mitre.org,2,1
Bing,1,1
