referrer,views_total,views_unique
github.com,65,19
Google,64,32
ethyca.atlassian.net,63,12
ethyca.github.io,29,6
ethyca.com,12,4
marcusolsson.dev,4,1
chat.fpt.com,2,2
avd.aliyun.com,2,1
chatgpt.com,2,1
perplexity.ai,2,1
