time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-26 00:00:00+00:00,19,12,15,8
2024-05-27 00:00:00+00:00,13,8,95,15
2024-05-28 00:00:00+00:00,779,46,374,29
2024-05-29 00:00:00+00:00,624,78,339,38
2024-05-30 00:00:00+00:00,816,70,346,55
2024-05-31 00:00:00+00:00,1430,128,222,32
2024-06-01 00:00:00+00:00,66,16,31,5
2024-06-02 00:00:00+00:00,137,25,194,5
2024-06-03 00:00:00+00:00,703,70,630,40
2024-06-04 00:00:00+00:00,2201,168,555,27
2024-06-05 00:00:00+00:00,1006,85,385,27
2024-06-06 00:00:00+00:00,986,69,180,30
2024-06-07 00:00:00+00:00,895,114,401,23
2024-06-08 00:00:00+00:00,131,23,42,9
