referrer,views_total,views_unique
github.com,332,47
ethyca.com,195,38
Google,162,46
ethyca.github.io,87,7
search.brave.com,50,2
Bing,43,2
ethyca.atlassian.net,32,7
hub.docker.com,8,1
statics.teams.cdn.office.net,4,3
DuckDuckGo,3,2
