url_path,views_total,views_unique
/ethyca/fides,531,111
/ethyca/fides/pulls,208,15
/ethyca/fides/pull/3191,168,6
/ethyca/fides/issues,109,20
/ethyca/fides/pull/3144,61,6
/ethyca/fides/pull/2998,58,8
/ethyca/fides/pull/3105,54,6
/ethyca/fides/pull/3218,46,7
/ethyca/fides/pull/3191/files,44,4
/ethyca/fides/issues/new/choose,43,12
