referrer,views_total,views_unique
github.com,360,37
ethyca.com,239,103
t.co,68,40
Google,64,28
ethyca.github.io,39,14
medium.ethyca.com,9,6
DuckDuckGo,2,2
ecosia.org,2,2
app.orbit.love,1,1
Bing,1,1
