referrer,views_total,views_unique
github.com,1075,43
ethyca.com,197,87
Google,174,54
ethyca.atlassian.net,85,9
mail.google.com,25,3
hub.docker.com,7,4
ethyca.github.io,5,3
DuckDuckGo,4,3
search.brave.com,4,1
statics.teams.cdn.office.net,3,3
