referrer,views_total,views_unique
github.com,209,45
Google,121,40
ethyca.atlassian.net,40,7
ethyca.com,28,17
cve.org,14,3
nvd.nist.gov,6,4
DuckDuckGo,6,1
security.snyk.io,5,4
ethyca.github.io,5,3
trims.internal.synopsys.com,4,3
