referrer,views_total,views_unique
github.com,351,44
ethyca.com,192,81
ethyca.github.io,54,13
Google,31,13
youtube.com,23,1
t.co,14,7
linkedin.com,4,3
ethycabranddev.wpengine.com,4,2
caution.deere.com,1,1
etwiki.sys.comcast.net,1,1
