referrer,views_total,views_unique
github.com,97,28
ethyca.atlassian.net,90,11
ethyca.com,44,20
Google,32,21
ethyca.github.io,14,4
chatgpt.com,12,4
search.brave.com,5,1
colab.research.google.com,3,2
Bing,3,2
mail.google.com,3,1
