time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,4578,620,527,103
2025-11-25 00:00:00+00:00,5569,832,533,88
2025-11-26 00:00:00+00:00,5833,884,409,85
2025-11-27 00:00:00+00:00,892,160,170,39
2025-11-28 00:00:00+00:00,618,86,70,21
2025-11-29 00:00:00+00:00,344,42,34,13
2025-11-30 00:00:00+00:00,97,20,23,13
2025-12-01 00:00:00+00:00,4936,552,418,58
2025-12-02 00:00:00+00:00,6144,981,619,114
2025-12-03 00:00:00+00:00,8543,1447,780,120
2025-12-04 00:00:00+00:00,3516,610,428,84
2025-12-05 00:00:00+00:00,2681,613,299,48
2025-12-06 00:00:00+00:00,126,27,21,15
2025-12-07 00:00:00+00:00,141,24,21,11
