referrer,views_total,views_unique
github.com,835,65
Google,277,66
ethyca.com,245,93
ethyca.github.io,64,16
t.co,7,7
mail.google.com,7,5
ethyca.atlassian.net,7,4
docs.google.com,6,3
DuckDuckGo,5,4
search.brave.com,3,2
