referrer,views_total,views_unique
github.com,278,50
Google,139,41
ethyca.atlassian.net,73,15
statics.teams.cdn.office.net,5,4
com.slack,4,2
marcusolsson.dev,4,1
chat.fpt.com,2,2
pypi.org,2,1
DuckDuckGo,1,1
chatgpt.com,1,1
