referrer,views_total,views_unique
github.com,1008,53
Google,423,55
ethyca.com,121,63
ethyca.atlassian.net,27,7
mail.google.com,15,2
codeclimate.com,13,3
ethyca.github.io,11,5
docs.ethyca.com,3,1
DuckDuckGo,2,2
teams.microsoft.com,1,1
