referrer,views_total,views_unique
github.com,828,51
ethyca.com,122,42
Google,91,43
ethyca.github.io,89,5
docs.google.com,13,3
mail.google.com,6,2
ethyca-site-git-v2-update-ethyca.vercel.app,5,1
com.google.android.gm,1,1
ethyca.atlassian.net,1,1
Bing,1,1
