referrer,views_total,views_unique
github.com,705,41
ethyca.com,139,38
Google,126,49
ethyca.github.io,50,14
ethyca.atlassian.net,28,6
docs.google.com,10,1
DuckDuckGo,10,1
mail.google.com,1,1
paulsanders.dev,1,1
privacy.ethyca.com,1,1
