referrer,views_total,views_unique
github.com,790,51
ethyca.com,228,85
Google,222,59
ethyca.atlassian.net,46,12
mail.google.com,19,4
statics.teams.cdn.office.net,11,6
ethyca.github.io,9,3
docs.codeclimate.com,4,1
roadmap.sh,4,1
youtube.com,2,2
