referrer,views_total,views_unique
github.com,1019,38
ethyca.com,223,80
Google,100,42
ethyca.atlassian.net,85,8
ethyca.github.io,37,5
mail.google.com,25,2
hub.docker.com,8,5
Baidu,8,1
DuckDuckGo,4,3
statics.teams.cdn.office.net,2,2
