referrer,views_total,views_unique
github.com,163,31
Google,145,52
ethyca.atlassian.net,70,11
ethyca.com,56,16
ethyca.github.io,37,6
news.ycombinator.com,10,7
github.atlassian.com,10,1
nvd.nist.gov,6,3
Bing,6,2
security.snyk.io,4,1
