referrer,views_total,views_unique
github.com,138,32
DuckDuckGo,128,8
Google,115,35
ethyca.com,70,24
ethyca.github.io,27,8
hub.docker.com,25,2
ethyca.atlassian.net,14,3
Bing,5,3
github.atlassian.com,5,1
search.brave.com,3,2
