referrer,views_total,views_unique
Google,283,38
github.com,248,41
ethyca.com,83,28
ethyca.atlassian.net,18,3
pypi.org,4,2
hub.docker.com,3,2
talkpython.fm,3,2
helm.ethyca.com,3,1
registry.hub.docker.com,2,2
statics.teams.cdn.office.net,2,2
