time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-03 00:00:00+00:00,758.0,9.0,260,33
2024-12-04 00:00:00+00:00,678.0,9.0,298,38
2024-12-05 00:00:00+00:00,1175.0,12.0,673,37
2024-12-06 00:00:00+00:00,1048.0,13.0,424,37
2024-12-07 00:00:00+00:00,150.0,9.0,67,10
2024-12-08 00:00:00+00:00,,,8,4
2024-12-09 00:00:00+00:00,1062.0,13.0,619,151
2024-12-10 00:00:00+00:00,1353.0,17.0,594,80
2024-12-11 00:00:00+00:00,1370.0,22.0,510,59
2024-12-12 00:00:00+00:00,492.0,18.0,302,39
2024-12-13 00:00:00+00:00,502.0,16.0,151,30
2024-12-14 00:00:00+00:00,57.0,6.0,41,10
2024-12-15 00:00:00+00:00,15.0,7.0,8,5
2024-12-16 00:00:00+00:00,355.0,6.0,212,38
