referrer,views_total,views_unique
github.com,347,44
ethyca.com,139,57
Google,63,30
ethyca.github.io,48,9
ethyca.atlassian.net,7,1
delve.riviapps.com,5,1
t.co,3,3
confluence.gft.com,1,1
