url_path,views_total,views_unique
/ethyca/fides,340,85
/ethyca/fides/pulls,190,18
/ethyca/fides/pull/5226,69,8
/ethyca/fides/pull/5020,67,6
/ethyca/fides/pull/5200,54,2
/ethyca/fides/pull/5206,49,3
/ethyca/fides/pull/5197,46,2
/ethyca/fides/pull/5200/files,38,2
/ethyca/fides/pulls/galvana,38,1
/ethyca/fides/pull/5215/files,36,27
