referrer,views_total,views_unique
github.com,313,43
ethyca.com,186,85
ethyca.github.io,63,15
Google,52,16
youtube.com,23,1
t.co,15,9
linkedin.com,4,3
ethycabranddev.wpengine.com,4,2
caution.deere.com,1,1
mail.google.com,1,1
