referrer,views_total,views_unique
github.com,565,53
Google,236,52
ethyca.com,203,76
ethyca.github.io,58,12
ethyca.atlassian.net,25,3
mail.google.com,5,4
docs.google.com,5,2
upwork.com,4,2
DuckDuckGo,3,3
Bing,3,2
