time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-09 00:00:00+00:00,354.0,17.0,365,68
2024-09-10 00:00:00+00:00,798.0,15.0,462,38
2024-09-11 00:00:00+00:00,1132.0,25.0,442,50
2024-09-12 00:00:00+00:00,1035.0,13.0,456,40
2024-09-13 00:00:00+00:00,73.0,3.0,328,42
2024-09-14 00:00:00+00:00,5.0,3.0,48,9
2024-09-15 00:00:00+00:00,1.0,1.0,16,7
2024-09-16 00:00:00+00:00,439.0,8.0,511,33
2024-09-17 00:00:00+00:00,316.0,8.0,258,33
2024-09-18 00:00:00+00:00,353.0,15.0,460,59
2024-09-19 00:00:00+00:00,924.0,18.0,465,52
2024-09-20 00:00:00+00:00,739.0,29.0,435,51
2024-09-21 00:00:00+00:00,179.0,12.0,228,13
2024-09-22 00:00:00+00:00,,,34,6
