url_path,views_total,views_unique
/ethyca/fides,845,214
/ethyca/fides/pulls,341,22
/ethyca/fides/issues,152,25
/ethyca/fides/actions,119,6
/ethyca/fides/pull/1519,78,4
/ethyca/fides/pull/1718,77,9
/ethyca/fides/pull/1688,70,5
/ethyca/fides/pull/1679,66,6
/ethyca/fides/search,52,10
/ethyca/fides/pull/1509,52,5
