referrer,views_total,views_unique
github.com,868,52
ethyca.com,97,41
Google,86,39
ethyca.github.io,62,6
docs.google.com,13,3
mail.google.com,6,2
ethyca-site-git-v2-update-ethyca.vercel.app,5,1
com.google.android.gm,1,1
pypi.org,1,1
ethyca.atlassian.net,1,1
