referrer,views_total,views_unique
github.com,331,44
ethyca.com,228,118
t.co,77,43
ethyca.github.io,71,16
Google,53,25
youtube.com,23,1
ethycabranddev.wpengine.com,4,2
linkedin.com,2,2
DuckDuckGo,1,1
evernote.com,1,1
