referrer,views_total,views_unique
github.com,204,36
Google,155,37
ethyca.atlassian.net,41,8
ethyca.com,11,9
github.atlassian.com,9,1
axioscode.atlassian.net,4,1
cvedetails.com,3,2
DuckDuckGo,2,2
ethyca.github.io,2,2
mail.google.com,2,1
