referrer,views_total,views_unique
github.com,73,24
ethyca.atlassian.net,37,8
ethyca.com,30,15
Google,21,12
ethyca.github.io,3,3
nvd.nist.gov,1,1
marcusolsson.dev,1,1
chatgpt.com,1,1
