referrer,views_total,views_unique
github.com,355,40
ethyca.atlassian.net,75,12
Google,43,31
ethyca.github.io,21,5
nvd.nist.gov,6,2
hub.docker.com,5,4
claude.ai,5,2
app.codecov.io,3,1
vercel.com,3,1
DuckDuckGo,2,2
