referrer,views_total,views_unique
ethyca.atlassian.net,99,11
github.com,87,32
ethyca.com,53,26
Google,39,26
chatgpt.com,13,5
search.brave.com,6,2
ethyca.github.io,3,3
colab.research.google.com,3,2
Bing,2,2
nvd.nist.gov,2,1
