time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-12 00:00:00+00:00,921,18,331,30
2024-08-13 00:00:00+00:00,1151,26,427,29
2024-08-14 00:00:00+00:00,1876,30,510,29
2024-08-15 00:00:00+00:00,470,7,191,30
2024-08-16 00:00:00+00:00,349,18,246,25
2024-08-17 00:00:00+00:00,74,8,87,7
2024-08-18 00:00:00+00:00,4,3,21,4
2024-08-19 00:00:00+00:00,293,11,399,50
2024-08-20 00:00:00+00:00,1032,23,390,39
2024-08-21 00:00:00+00:00,359,20,129,30
2024-08-22 00:00:00+00:00,449,27,228,34
2024-08-23 00:00:00+00:00,549,21,214,24
2024-08-24 00:00:00+00:00,234,8,79,11
2024-08-25 00:00:00+00:00,80,9,79,8
