time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,27464,609,137,29
2026-05-29 00:00:00+00:00,2853,131,70,31
2026-05-30 00:00:00+00:00,1521,75,37,22
2026-05-31 00:00:00+00:00,3084,114,109,36
2026-06-01 00:00:00+00:00,945,139,56,24
2026-06-02 00:00:00+00:00,644,81,51,25
2026-06-03 00:00:00+00:00,3712,146,68,31
2026-06-04 00:00:00+00:00,591,88,51,31
2026-06-05 00:00:00+00:00,2728,124,96,69
2026-06-06 00:00:00+00:00,675,80,53,21
2026-06-07 00:00:00+00:00,491,80,35,23
2026-06-08 00:00:00+00:00,380,63,86,49
2026-06-09 00:00:00+00:00,608,129,65,35
2026-06-10 00:00:00+00:00,2705,141,55,25
