referrer,views_total,views_unique
github.com,1108,58
Google,240,46
ethyca.com,161,75
ethyca.atlassian.net,47,8
mail.google.com,22,3
ethyca.github.io,4,4
Bing,3,2
cybersecurity360.it,3,1
t.co,2,2
DuckDuckGo,2,2
