referrer,views_total,views_unique
github.com,607,57
Google,69,30
ethyca.atlassian.net,68,11
Bing,7,7
ethyca.github.io,4,3
claude.ai,4,2
ethyca.com,4,2
chatgpt.com,3,3
DuckDuckGo,2,2
safetycli.retool.com,2,1
