referrer,views_total,views_unique
github.com,168,32
ethyca.atlassian.net,77,9
ethyca.com,61,23
Google,59,33
ethyca.github.io,14,3
search.brave.com,9,1
com.google.android.gm,3,2
DuckDuckGo,2,1
blackboard.gwu.edu,2,1
marcusolsson.dev,1,1
