referrer,views_total,views_unique
github.com,772,51
ethyca.com,130,60
Google,71,43
ethyca.github.io,56,14
ethyca.atlassian.net,16,6
t.co,9,2
DuckDuckGo,7,3
pypi.org,5,3
goodfirstissues.com,3,1
statics.teams.cdn.office.net,3,1
