referrer,views_total,views_unique
github.com,1389,46
ethyca.com,168,78
Google,166,53
mail.google.com,36,3
ethyca.atlassian.net,18,8
app.codecov.io,6,3
ethyca.github.io,6,3
statics.teams.cdn.office.net,5,3
search.brave.com,5,2
hub.docker.com,2,2
