referrer,views_total,views_unique
github.com,83,23
Google,77,24
ethyca.com,57,27
ethyca.atlassian.net,13,7
open.edu,13,1
chatgpt.com,12,2
t.co,2,2
Bing,2,2
m.sogou.com,1,1
ethyca.github.io,1,1
