referrer,views_total,views_unique
github.com,619,53
Google,107,39
ethyca.atlassian.net,53,11
marketing.ethyca.com,8,1
ethyca.github.io,6,4
DuckDuckGo,5,3
ethyca.com,4,2
com.slack,3,2
claude.ai,3,1
Bing,2,2
