referrer,views_total,views_unique
Google,35,16
github.com,26,9
ethyca.github.io,6,4
claude.ai,3,1
Bing,2,2
icerocket.com,2,1
webfetch.com,2,1
123people.com,1,1
Baidu,1,1
DuckDuckGo,1,1
