url_path,views_total,views_unique
/ethyca/fides,236,92
/ethyca/fides/pulls,105,21
/ethyca/fides/pull/7246,71,7
/ethyca/fides/labels/db-migration,58,32
/ethyca/fides/pull/7192,46,4
/ethyca/fides/labels/high-risk,43,24
/ethyca/fides/pull/7220,39,2
/ethyca/fides/pull/7250,33,2
/ethyca/fides/pull/7253,31,2
/ethyca/fides/pull/7230,27,3
