referrer,views_total,views_unique
github.com,398,53
ethyca.com,175,75
Google,89,35
ethyca.github.io,70,13
apukeeper.herokuapp.com,16,1
t.co,7,5
libraries.io,7,1
ethyca.atlassian.net,4,2
linkedin.com,2,2
mail.google.com,1,1
