time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-01 00:00:00+00:00,989,9,651,31
2023-06-02 00:00:00+00:00,1455,14,753,41
2023-06-03 00:00:00+00:00,80,5,18,5
2023-06-04 00:00:00+00:00,363,9,439,8
2023-06-05 00:00:00+00:00,1260,7,649,42
2023-06-06 00:00:00+00:00,2109,8,745,21
2023-06-07 00:00:00+00:00,2155,19,1219,54
2023-06-08 00:00:00+00:00,1385,14,736,63
2023-06-09 00:00:00+00:00,297,5,509,32
2023-06-10 00:00:00+00:00,105,7,110,8
2023-06-11 00:00:00+00:00,211,6,217,17
2023-06-12 00:00:00+00:00,537,9,601,32
2023-06-13 00:00:00+00:00,1065,14,556,34
2023-06-14 00:00:00+00:00,777,9,440,53
