referrer,views_total,views_unique
github.com,781,42
Google,133,41
ethyca.com,73,32
ethyca.github.io,57,7
ethyca.atlassian.net,45,13
docs.ethyca.com,11,2
Bing,6,1
mail.google.com,3,2
t.co,3,1
pypi.org,2,2
