referrer,views_total,views_unique
github.com,686,49
ethyca.com,139,65
Google,89,47
ethyca.github.io,41,13
ethyca.atlassian.net,18,4
t.co,9,2
pypi.org,5,3
mail.google.com,3,2
statics.teams.cdn.office.net,3,1
goodfirstissues.com,3,1
