referrer,views_total,views_unique
github.com,330,30
ethyca.com,143,50
Google,40,19
ethyca.github.io,29,13
medium.ethyca.com,8,5
youtube.com,3,2
obscure2.ethyca.com,3,2
com.google.android.gm,3,1
ecosia.org,2,2
app.orbit.love,1,1
