referrer,views_total,views_unique
github.com,503,49
Google,202,69
ethyca.com,91,38
getscrum.app,87,2
ethyca.atlassian.net,44,7
goodfirstissues.com,34,10
ethyca.github.io,13,2
statics.teams.cdn.office.net,9,2
m-health.atlassian.net,6,5
pypi.org,3,1
