referrer,views_total,views_unique
github.com,65,19
ethyca.com,44,23
Google,38,25
ethyca.atlassian.net,23,6
ethyca.github.io,4,3
Bing,4,3
github.atlassian.com,3,1
mail.google.com,3,1
cve.org,3,1
marcusolsson.dev,2,1
