referrer,views_total,views_unique
github.com,82,25
ethyca.com,47,21
ethyca.atlassian.net,41,8
Google,26,16
ethyca.github.io,3,3
github.atlassian.com,1,1
chatgpt.com,1,1
marcusolsson.dev,1,1
nvd.nist.gov,1,1
com.google.android.gm,1,1
