time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-15 00:00:00+00:00,863,7,489,24
2023-05-16 00:00:00+00:00,751,16,463,33
2023-05-17 00:00:00+00:00,965,8,657,31
2023-05-18 00:00:00+00:00,757,7,463,28
2023-05-19 00:00:00+00:00,708,10,442,27
2023-05-20 00:00:00+00:00,38,4,15,6
2023-05-21 00:00:00+00:00,23,5,22,6
2023-05-22 00:00:00+00:00,786,11,614,44
2023-05-23 00:00:00+00:00,535,6,444,39
2023-05-24 00:00:00+00:00,798,9,438,27
2023-05-25 00:00:00+00:00,1265,11,675,36
2023-05-26 00:00:00+00:00,808,13,418,30
2023-05-27 00:00:00+00:00,293,7,52,10
2023-05-28 00:00:00+00:00,2,2,50,8
