referrer,views_total,views_unique
github.com,289,38
ethyca.com,73,49
ethyca.github.io,68,8
Google,49,21
goodfirstissue.dev,4,1
t.co,3,3
delve.riviapps.com,2,2
mail.google.com,1,1
Bing,1,1
ethyca.aha.io,1,1
