referrer,views_total,views_unique
github.com,180,28
Google,94,29
ethyca.atlassian.net,88,11
ethyca.com,82,29
search.brave.com,28,3
ethyca.github.io,8,3
m.sogou.com,3,3
marcusolsson.dev,3,2
github.atlassian.com,3,1
chatgpt.com,2,2
