referrer,views_total,views_unique
github.com,412,32
Google,126,33
ethyca.com,76,19
ethyca.github.io,25,4
docs.ethyca.com,11,1
ethyca.atlassian.net,9,5
mail.google.com,5,3
search.brave.com,2,2
t.co,1,1
