referrer,views_total,views_unique
github.com,159,22
Google,60,29
ethyca.atlassian.net,51,10
com.google.android.gm,32,1
t.co,24,1
ethyca.com,19,14
ethyca.github.io,10,6
github.atlassian.com,7,2
mail.google.com,2,2
axioscode.atlassian.net,2,1
