referrer,views_total,views_unique
github.com,232,45
Google,108,41
ethyca.com,47,16
ethyca.atlassian.net,46,8
DuckDuckGo,30,3
cve.org,14,3
ethyca.github.io,4,3
m.sogou.com,4,2
mail.google.com,4,1
trims.internal.synopsys.com,3,3
