time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-12 00:00:00+00:00,30,24,32,12
2025-07-13 00:00:00+00:00,6,4,12,9
2025-07-14 00:00:00+00:00,918,116,157,31
2025-07-15 00:00:00+00:00,1663,156,267,48
2025-07-16 00:00:00+00:00,22559,170,250,52
2025-07-17 00:00:00+00:00,1426,107,272,52
2025-07-18 00:00:00+00:00,2957,174,428,45
2025-07-19 00:00:00+00:00,138,23,21,12
2025-07-20 00:00:00+00:00,116,14,135,11
2025-07-21 00:00:00+00:00,2382,176,432,55
2025-07-22 00:00:00+00:00,2916,182,402,53
2025-07-23 00:00:00+00:00,1714,153,377,41
2025-07-24 00:00:00+00:00,3081,174,344,37
2025-07-25 00:00:00+00:00,2352,198,266,38
